Country,Job_Title,Highest_Salary
Canada,"Project Coordinator, Materials Development",45000
Canada,"Sessional Instructor",45000
Canada,"Digital Marketing Specialist",45000
Canada,"Project Manager/Head Of Content",44850
Canada,"Phd Student In Biomedical Engineering",44000
Canada,"Registered Kinesiologist",44000
Canada,"Manager Of Education Services",44000
Canada,"Senior Records Clerk",43900
Canada,Labourer/Carpenter,43580
Canada,"Office Administrator/Tenant Coordinator",43187
Canada,Representative,43000
Canada,"Grad Program Coordinator",43000
Canada,Baker,43000
Canada,"Supply Chain Analyst",43000
Canada,"Marine Biologist",43000
Canada,"Projects Coordinator",43000
Canada,Specialist,42684
Canada,"Senior Customer Service Rep",42500
Canada,"Support Advisor",42500
Canada,"Quality Assurance",42500
Canada,"Data Admin",42500
Canada,"Reports Analysis",42500
Canada,Assistant,42000
Canada,"Reception / Admin",42000
Canada,"Customer Service Rep",42000
Canada,"Editorial, Design, And Production Coordinator",42000
Canada,"Support Centre Manager",41750
Canada,"Digital Marketing Coordinator",41700
Canada,"Mental Health Peer Worker",41600
Canada,"Subs Payable Administrator",41000
Canada,"Customer Service",41000
Canada,"Commercial Account Manager",40200
Canada,"Admin Support",40000
Canada,"Public Programs Manager",40000
Canada,"Thouroughbred Exercise Rider",40000
Canada,"Intern Software Developer",40000
Canada,"Security Monitor",40000
Canada,"Communications Co-Op Student",40000
Canada,"Funding Coordinator",40000
Canada,"Restaurant General Manager",40000
Canada,Costumer,40000
Canada,"Test Centre Administrator",40000
Canada,Accounting,39520
Canada,"Employment Services Specialist",39000
Canada,"Laboratory Coordinator",39000
Canada,"Bookkeeping /Merchandiser",39000
Canada,"Operations Leader",39000
Canada,"Theatre In Education Director",38975
Canada,"Accounts Payable/Receivable Clerk",38500
Canada,Brewer,38480
Canada,"Store Manager",38000
Canada,"Medical Office Assistant",37500
Canada,"Archives Assistant",37500
Canada,"Optical Receptionist And Frame Stylist",37500
Canada,"Church Administrator",37500
Canada,Budtender,37500
Canada,"Clubs Coordinator",37500
Canada,"HR  Representative",37440
Canada,"Senior Sales Associate",37440
Canada,"Inventory Analyst",37000
Canada,"Administrative Associate",37000
Canada,"Mental Health Peer Support Worker",36672
Canada,"Peer Support Worker",36672
Canada,"Staff Accountant",36000
Canada,"Merchandising Analyst",36000
Canada,"Mailing Operator",36000
Canada,"Front Store Manager",35000
Canada,"Book Shelver",35000
Canada,"Account Assistant",35000
Canada,"Health Informatics",35000
Canada,Freelance,35000
Canada,"Scheduling And Inventory Coordinator",34000
Canada,"Childcare Worker",33800
Canada,"Finance/Administrative Assistant",33320
Canada,"Physiotherapy Assistant",33280
Canada,"Pastry Cook",33280
Canada,Fellow,33000
Canada,"Walmart Cashier",32552
Canada,"Pharmaceutical Development Intern",32400
Canada,"Patient Care Coordinator",32000
Canada,"Customer Service Representative",31500
Canada,Barista,31200
Canada,"Museum Guide - Team Supervisor",31000
Canada,"Sales Associate",30900
Canada,"Technical Support Agent",30368
Canada,"Laboratory Supervisor",30000
Canada,"Data Processing",30000
Canada,"District Sales Manager",30000
Canada,"Centre Director",30000
Canada,"Copy Centre Representative",30000
Canada,"Front Office Supervisor",30000
Canada,"Court Reporter",30000
Canada,"Customs Brokerage Associate",29120
Canada,Packager,28333
Canada,"Outreach Worker",28000
Canada,"Grocery Store Clerk",27248
Canada,"Lighting Lot Pick Manager",27040
Canada,"Replenishment And Presentation Manager",27000
Canada,"Master's Student and Teaching Assistant",26421
Canada,"Graduate Student",26000
Canada,Cook,25000
Canada,"Freelance Writer/Editor",23700
Canada,"Union Clerk",23000
Canada,"Optical Assistant",23000
Canada,Photographer,20000
Canada,"Cashier Assistant",18300
Canada,"Freelance Artist/Illustrator",18000
Canada,"Research Fellow",18000
Canada,"Administrative Assistant (Part Time)",15000
Canada,"Change Management Consultant",118
Canada,"Director Of Prevention And Early Intervention Services",91
Canada,Technician,52
"Cayman Islands","Senior Analyst",81000
Chile,"Customer Project Officer",38000
Chile,"Mathematics Teacher",16200
China,Teacher,120000
China,"Homeroom Teacher",70000
China,"DevOps Engineer",38526
China,"ESL Teacher",32000
Colombia,"Data Engineer",49200
Colombia,"Finance Process Expert",25000
Colombia,"Profesional I",15000
Congo,"Program Manager",84000
Contracts,"Mission Support Specialist",88000
"Costa Rica","Value Stream Manager",78000
"Cote D'Ivoire","HR and Operations Manager",67500
Croatia,Waiter,50000
Croatia,Director,36000
Cuba,"Frontend Engineer",9600
Cyprus,"Senior Management Consultant",21450
Cyprus,Soldier,2975
Danmark,"Lead BI (Business Intelligence) Consultant",110000
Denmark,"Business Development Manager",120000
Denmark,"Freelance Copywriter",120000
Denmark,"Senior Researcher",116000
Denmark,"Principal Product Manager",103000
Denmark,Manager,100000
Denmark,"Associate Project Manager",77924
Denmark,Chemist,72630
Denmark,"Software Engineer",64000
Ecuador,"Petroleum Engineer",84000
"England,United Kingdom","Director of Customer Success",125000
"England,United Kingdom","Senior Software Engineer",115500
"England,United Kingdom","Planning Director",108000
"England,United Kingdom","Principal Service Designer",100000
"England,United Kingdom","Head Of Pricing And Analytics",95000
"England,United Kingdom","Programme Manager",92500
"England,United Kingdom","Associate Director",90000
"England,United Kingdom","Senior Software Developer",86700
"England,United Kingdom","Engineering Director",80000
"England,United Kingdom",Sales,80000
"England,United Kingdom","Assistant Professor",80000
"England,United Kingdom","Agile Coach",80000
"England,United Kingdom","Platform Engineer",80000
"England,United Kingdom",Professor,70000
"England,United Kingdom","Business Analyst",70000
"England,United Kingdom","Senior Devops Engineer",70000
"England,United Kingdom","Site Activation Manager",70000
"England,United Kingdom","Head Of School",67000
"England,United Kingdom","Further Education Funding And Data Consultant",66000
"England,United Kingdom","Marketing Director",65000
"England,United Kingdom","Risk Analyst",62500
"England,United Kingdom","Content Director",60000
"England,United Kingdom","Senior Digital Manager",60000
"England,United Kingdom","Software Development Manager",59000
"England,United Kingdom","Data Scientist",58700
"England,United Kingdom","Senior Data Engineer",58500
"England,United Kingdom","Management Accountant",58000
"England,United Kingdom","Senior Consultant",55000
"England,United Kingdom","Vice President",52000
"England,United Kingdom","Business Development Manager",51000
"England,United Kingdom","Quality Assurance Manager",50000
"England,United Kingdom","Head Of Development",50000
"England,United Kingdom","Machine Learning Engineer",50000
"England,United Kingdom","Software Development Team Lead",49500
"England,United Kingdom","Senior User Experience (UX)  Engineer",49500
"England,United Kingdom","Senior Developer",49000
"England,United Kingdom","Finance Director",48500
"England,United Kingdom","Distribution Centre Manager",48000
"England,United Kingdom","Project Manager",47500
"England,United Kingdom","Product Manager",47000
"England,United Kingdom","Senior Customer Champion",46100
"England,United Kingdom","Data Analysis Manager",46000
"England,United Kingdom","Strategic Ea",46000
"England,United Kingdom","Principal Public Health Intelligence Analyst",45000
"England,United Kingdom",Manager,45000
"England,United Kingdom","Customer Success Manager",44000
"England,United Kingdom","Media Relations Manager",43695
"England,United Kingdom","Consultant Social Worker",43000
"England,United Kingdom","Supply Chain Manager",42300
"England,United Kingdom","Senior Artist Manager",42000
"England,United Kingdom","Publishing Programme Manager",42000
"England,United Kingdom","Digital Content Manager",41206
"England,United Kingdom","Legal PA (Personal Assistant)",41000
"England,United Kingdom","Senior Nurse",41000
"England,United Kingdom",Archivist,40322
"England,United Kingdom","EA (Executive Assistant)",40000
"England,United Kingdom","General Manager",40000
"England,United Kingdom","Engagement Manager",39400
"England,United Kingdom","Senior Planning Policy Officer",39000
"England,United Kingdom","Social Media Specialist",38300
"England,United Kingdom","Station Manager",38000
"England,United Kingdom","Commercial Manager",38000
"England,United Kingdom","Data & Systems Analyst",37840
"England,United Kingdom","Registered Manager",37500
"England,United Kingdom","HR  Manager",37333
"England,United Kingdom","Operations Lead",37050
"England,United Kingdom","Executive Assistant",37000
"England,United Kingdom","Speech And Language Therapist",37000
"England,United Kingdom",Teacher,36961
"England,United Kingdom","Executive And Project Assistant",36000
"England,United Kingdom","IT Manager",35500
"England,United Kingdom","Project Support",35054
"England,United Kingdom","Plant Breeder",35000
"England,United Kingdom","Account Manager",35000
"England,United Kingdom","Accounts Senior",35000
"England,United Kingdom","Chartered Accountant",35000
"England,United Kingdom","Learning And Development Specialist",35000
"England,United Kingdom","PA (Personal Assistant)",34500
"England,United Kingdom","Administration Manager",34500
"England,United Kingdom","Placements Officer",34050
"England,United Kingdom","Assistant Product Manager",33900
"England,United Kingdom","Civil Servant",33000
"England,United Kingdom","Relationship Manager",33000
"England,United Kingdom",Publisher,33000
"England,United Kingdom","Estates Operations Manager",32817
"England,United Kingdom","Social Media & Community Manager",32601
"England,United Kingdom","Clinical Scientist In Nuclear Medicine",32000
"England,United Kingdom","Retail Communications Lead",32000
"England,United Kingdom","Senior Digital Marketing Executive",32000
"England,United Kingdom","Facilities Manager",32000
"England,United Kingdom","Senior Inbound Marketer",32000
"England,United Kingdom","Research Portfolio Manager",32000
"England,United Kingdom","Senior Test Engineer",31500
"England,United Kingdom","Marketing Manager",31000
"England,United Kingdom","Social Worker",31000
"England,United Kingdom","Lead Information Analyst",31000
"England,United Kingdom","Data Analyst",30000
"England,United Kingdom","Graphic Designer",30000
"England,United Kingdom","Senior Sub-Editor",30000
"England,United Kingdom","Quality Control Supervisor",30000
"England,United Kingdom","Junior Data Scientist",30000
"England,United Kingdom","Grants Manager",30000
"England,United Kingdom","Data Mechanic",29000
"England,United Kingdom","Committee Secretary",29000
"England,United Kingdom","Technical Consultant",28600
"England,United Kingdom","Front And Back Office Manager",28000
"England,United Kingdom","Senior Digital Forensic Practitioner",28000
"England,United Kingdom","Registration Executive",27900
"England,United Kingdom","Accounts Payable Supervisor",27500
"England,United Kingdom","Marketing And Communications Officer",27500
"England,United Kingdom","Accounts Trainee",27250
"England,United Kingdom","Digital PR Executive",27000
"England,United Kingdom","Knowledge And Information Coordinator",27000
"England,United Kingdom",Editor,27000
"England,United Kingdom","Business Manager",26700
"England,United Kingdom","Conflicts Analyst",26000
"England,United Kingdom","Lead Administrator",26000
"England,United Kingdom","Systems Admin - Support",26000
"England,United Kingdom","Hotel Manager",26000
"England,United Kingdom","Office Manager",26000
"England,United Kingdom","Payroll And Data Specialist",25941
"England,United Kingdom","Client Support Manager",25881
"England,United Kingdom","Primary Teacher",25700
"England,United Kingdom","Money Adviser",25481
"England,United Kingdom","Prison Officer",25000
"England,United Kingdom","Work Placement Tutor",25000
"England,United Kingdom","Delivery Manager",25000
"England,United Kingdom","Specialist Support Worker",25000
"England,United Kingdom","Occupational Therapist",24907
"England,United Kingdom","Compliance Auditor",24500
"England,United Kingdom","Programme Administrator",24461
"England,United Kingdom","Learning Artist",24321
"England,United Kingdom","Sea Logistics Specialist",24000
"England,United Kingdom","Trainee Solicitor",24000
"England,United Kingdom","Library Metadata Specialist",24000
"England,United Kingdom","Faculty Pa",23750
"England,United Kingdom","Customer Service Associate",23000
"England,United Kingdom","Client Engagement Coordinator",23000
"England,United Kingdom","Audit Trainee",23000
"England,United Kingdom","Rail Engineering Level  III Apprenticeship",23000
"England,United Kingdom","Audit & Accounts Assistant",22500
"England,United Kingdom","Development Officer",22400
"England,United Kingdom","Quality Assurance Assistant",22000
"England,United Kingdom","Psi Worker",22000
"England,United Kingdom","PA (Personal Assistant)  to the Directors",22000
"England,United Kingdom","Accounts Receivable",22000
"England,United Kingdom","Accounts Assistant - Practice",21736
"England,United Kingdom","Senior Sales Consultant",21000
"England,United Kingdom","Data Finance Administrator",21000
"England,United Kingdom",Caregiver,20800
"England,United Kingdom","Customer Services Coordinator",20000
"England,United Kingdom","Team Manager",19500
"England,United Kingdom","Forklift Driver",19500
"England,United Kingdom","Admin  Assistant",19337
"England,United Kingdom","Salt Teaching Assistant",19000
"England,United Kingdom","Social Media & Communications Assistant",19000
"England,United Kingdom","Legal Secretary",19000
"England,United Kingdom","Nursery Nurse",18720
"England,United Kingdom","Bar Staff",18532
"England,United Kingdom","Warehouse Supervisor",18532
"England,United Kingdom",Paralegal,18500
"England,United Kingdom",Bookseller,18500
"England,United Kingdom","Apprentice Business Administrator",17500
"England,United Kingdom",Colleague,17280
"England,United Kingdom","Centre Facilitator",17000
"England,United Kingdom","Care Assistant",16251
"England,United Kingdom","Administration And Logistics Support Assistant",16000
"England,United Kingdom",Cleaner,11000
Eritrea,"Foreign Service Officer",98000
Estonia,"Email Marketing And Sms Specialist",27960
Estonia,"Postdoctoral Researcher",26400
Europe,Recruiter,42000
Finland,"Performance Marketing Lead",65000
Finland,"Senior Security Consultant",64000
Finland,"IT Manager",56364
Finland,"Data Analyst",49200
Finland,"R&D Engineer",46250
Finland,"Library Director",45000
Finland,"Executive Assistant",40000
Finland,"Postdoctoral Researcher",40000
Finland,"Junior Software Designer",39600
Finland,"Research Scientist",35000
Finland,Admin,34800
Finland,"2D Artist",33600
Finland,"Software Specialist",30000
Finland,"Occupational Therapist",35
France,"Senior Software Engineer",155000
France,"Tech Lead",100000
France,"Cybersecurity Principal",100000
France,"Program Manager",95000
France,Writer,80000
France,"Deputy Managing Editor",78000
France,"Systems Engineer",75000
France,"Head Of Product And Data",74000
France,"Head of Office",70000
France,"Vice President Product",69300
France,"Data Engineer",68000
France,"Marketing Lead",65000
France,"CTO (Chief Technology Officer)",65000
France,"Software Engineer",65000
France,"Bid Manager",65000
France,"Commercial Manager Of Parametric Solutions",60000
France,"Financial Controller",60000
France,"Business Analyst",60000
France,"Compliance Officer",59600
France,"Project Manager",58000
France,"Project Lead Md",53000
France,"Assistant Professor",50000
France,"Chief Engineering",50000
France,"Front End Developer",48000
France,"Executive Assistant",47000
France,"Data Privacy Senior Consultant",47000
France,"HR  Manager",45600
France,"Audit Leader",45000
France,"Head Of Water & Environment Department",45000
France,"IT Project Manager",42000
France,"Junior Corporate Legal Counsel",41303
France,"System Administrator",39000
France,"CEO (Chief Executive Officer)",38000
France,"Software Developer",37000
France,"Project Management Officer",36600
France,"Associate Professor (Tenured)",36000
France,Teacher,36000
France,"User Experience (UX) Designer",36000
France,"Regulatory Manager",35000
France,"Digital Communication Officer",35000
France,"Professeur D'Histoire-Géographie",34000
France,"Operationnal Planning Manager",33000
France,Assistant,30000
France,"Lifecycle Marketing Manager",27500
France,"Social Worker",24000
France,"Training Assistant",24000
France,"Email Developer",24000
France,"Payroll Accountant",24000
France,Translator,22800
France,"Ph.D. Student/Researcher",20400
France,"Primary Teacher",20000
France,Librarian,18000
France,"Java Software Developer",17760
France,"Field Technician In Archaeology",15000
France,"High Ropes Instructor",14772
France,"Financial Planning and Analysis",37
Germany,"Freelance Copywriter",160000
Germany,"Site Reliability Engineer",142000
Germany,"Engineering Mamager",140000
Germany,"Senior Staff Engineer",135000
Germany,"Software Engineer",130000
Germany,"Head Of Product",130000
Germany,"Senior Underwriter",130000
Germany,"Strategic Assistant",125000
Germany,Software,123000
Germany,"Group Finance Manager",120000
Germany,"Director Finance",120000
Germany,"IT Manager",115000
Germany,"Director Of Engineering",115000
Germany,"Technical Director",113000
Germany,"CEO (Chief Executive Officer)",110000
Germany,"Principal Consultant",110000
Germany,"Legal Counsel",105000
Germany,"Software Engineering Manager",103000
Germany,"Software Architect",101000
Germany,"Product Owner",100000
Germany,"Engineering Manager",99000
Germany,"Senior Data Architect",99000
Germany,"Senior Legal Counsel",98000
Germany,"Principal Software Engineer",97000
Germany,"Technical Sales Manager",96000
Germany,"Software Development Engineer",96000
Germany,"Digital Program Manager",92000
Germany,"Chapter Lead Backend Development",90000
Germany,"Technical Sales Engineer",90000
Germany,"Squad Leader",90000
Germany,"Solution Architect",90000
Germany,"Senior Software Developer",90000
Germany,"Team Lead Native Apps",88000
Germany,"Senior Project Manager",85000
Germany,"IT Architect",85000
Germany,"Development Engineer",85000
Germany,"Software Developer",85000
Germany,"Function Developer",85000
Germany,"Data Scientist",84000
Germany,"Head Of Engineering & Technology",83000
Germany,"Project Manager",82000
Germany,"Regulatory Affairs Manager",82000
Germany,"Tech Lead",82000
Germany,"Network Administrator",80000
Germany,"Business Development Manager",80000
Germany,Director,80000
Germany,Rofessor,80000
Germany,"Senior Agile Coach",80000
Germany,"Security Manager",78000
Germany,"CTO (Chief Technology Officer)",78000
Germany,"Finance Manager",76800
Germany,"Iphone Engineer",76000
Germany,"Senior Researcher And Designer",75000
Germany,"iOS Software Engineer",75000
Germany,IT-Consultant,75000
Germany,"Security Analyst",75000
Germany,"Release Manager",73000
Germany,"PHP Developer",72500
Germany,"Process Manager",72000
Germany,"Frontend Engineer",72000
Germany,"Product Manager",72000
Germany,"Senior Test Automation Engineer",72000
Germany,"Cloud Data Analyst",72000
Germany,"iOS Engineer",72000
Germany,Postdoc,71000
Germany,"Communications Specialist",70000
Germany,Manager,70000
Germany,"Cloud Consultant",70000
Germany,"Software Engineering Team Lead",69000
Germany,"Senior Software Engineer",68500
Germany,"Senior Scientist",68000
Germany,"Senior Application Developer",68000
Germany,"Senior Product Manager",68000
Germany,"Business Process Consultant Logistics",67700
Germany,"Calculation Engineer",67000
Germany,Reporter,65000
Germany,"European Quality Manager",65000
Germany,"Optical Development Engineer",65000
Germany,"Group Manager",65000
Germany,Analyst,65000
Germany,"HR  Manager",64000
Germany,"Regional Manager",63000
Germany,"Senior Product Designer",62900
Germany,"Financial Controller",62000
Germany,"Web Editor",61825
Germany,"Test Automation Engineer",61100
Germany,Software-Developer,61000
Germany,"Database Administrator",61000
Germany,"Senior Lecturer",60883
Germany,"Risk Analyst",60500
Germany,"Operations Manager",60000
Germany,"Projekt Manager",60000
Germany,"Product Owner E-Commerce",60000
Germany,Paralegal,60000
Germany,"Senior Android Developer",58000
Germany,Controller,55800
Germany,"Communication Manager",55000
Germany,"Social Media Manager",54991
Germany,"Marketing Associate",54870
Germany,"Scientific Assistant",54100
Germany,"Research Associate",54000
Germany,"NCOIC, Analysis and Production",52000
Germany,"IT Management Consultant",52000
Germany,Developer,52000
Germany,"IT Administrator",52000
Germany,"IT Project Manager",51600
Germany,"Communications Director",50000
Germany,"Agile Coach",50000
Germany,"Solution Consultant",50000
Germany,"Senior Drupal Developer",49200
Germany,Consultant,48000
Germany,"Research Assistant",48000
Germany,"Business Development Analyst",48000
Germany,"Qualifications Engineer",47000
Germany,Translator,45506
Germany,"Sales Manager",45000
Germany,Writer,45000
Germany,"PA (Personal Assistant) to Partner And Production Editor",45000
Germany,Copywriter,43000
Germany,"IT (General) – Information Technology",43000
Germany,"Game Producer",40800
Germany,"Junior Software Developer",40000
Germany,Pharmacist,40000
Germany,"Association Manager",40000
Germany,"Preschool Teacher",40000
Germany,"Online Marketing Manager",39000
Germany,"Marketing  Producer",38400
Germany,"Junior License Manager",38000
Germany,Diplomat,36000
Germany,"Language Trainer/Teacher",35568
Germany,"Sound Design",35000
Germany,"Working Student",35000
Germany,"Office Manager",34800
Germany,Admin,34400
Germany,"Marketing Manager",33600
Germany,"Editor And Producer / Project Manager",32000
Germany,"Partnerships Editor",30000
Germany,"English Editor",30000
Germany,"Accounting And Administration Worker",28800
Germany,"Medical Assistent",28000
Germany,"Pediatric/Nicu Nurse",26000
Germany,"Operations Intern",20400
Germany,Dancer,13000
Germany,"Apprentice Mechanic For Construction Machinery",11400
Germany,"Narrative Designer",5427
Germany,"Senior Support Engineer",100
Germany,"Strategic Buyer",80
Germany,"CRM Manager",70
Germany,"Data Manager",65
Germany,"Senior Developer / Consultant",63
Germany,"Academic Librarian",50
Germany,"Cyber Security",40
Germany,"Project Manager / Account Manager",33
Ghana,"Chief Operating Officer",132000
Ghana,"Country Support Manager",82583
Ghana,"Data Scientist",500
Global,Consultant,185000
"Great Britain","Procurement Manager",40000
"Great Britain","Laboratory Technician",29000
"Great Britain","Data Analyst",27600
Greece,"Justice Minister Employee",45000
Greece,"Manager Assistant",22400
Greece,"HR  Generalist",16800
Greece,"Administrative Coordinator",14000
Greece,"Software Engineer",10800
Hartford,"Staff Development Specialist",91000
"Hong Kong","Senior Manager, Communications",102028
"Hong Kong","Video Editor",47370
Hungary,"IT Advisor, Manager",69241
Hungary,Translator,45480
India,"Software Engineer",100000
India,"High School Librarian",60000
India,"Data Scientist",43980
India,Analyst,12000
India,"Online Tutor",880
India,"Business Intelligence Consultant",10
International,"Clinical Applications Specialist",108000
Ireland,"Site Reliability Engineer",180000
Ireland,"Head Of Operational Excellence",170000
Ireland,"Head Of Digital Strategy",167000
Ireland,"Chief Risk Officer",150000
Ireland,"Director of Cybersecurity",138000
Ireland,"Senior Manager",117000
Ireland,"Process Engineer",108000
Ireland,"Principal Product Manager",107000
Ireland,"Senior Program Manager",106000
Ireland,"Senior Software Developer",101000
Ireland,"Program Manager",99250
Ireland,"Web Manager (Senior)",98000
Ireland,"Software Engineer",95000
Ireland,"Head of IT",95000
Ireland,"Engagement Manager",94000
Ireland,"Senior Site Reliability Engineer",92300
Ireland,"Senior Manager, Tech Support",90000
Ireland,"Senior Product Manager",90000
Ireland,"Contract Manager",90000
Ireland,Pharmacist,87800
Ireland,"Management Consultant",86000
Ireland,"SysOps Engineer",84500
Ireland,"Innovation Manager",83000
Ireland,"Senior Data Scientist",82000
Ireland,"Marketing Manager",80000
Ireland,"Financial Reporting Manager",80000
Ireland,"Supervising Pharmacist",79000
Ireland,"Software Development Engineer II",77600
Ireland,"Senior IT Project Manager",75000
Ireland,"Director Of Nursing",73500
Ireland,Librarian,72000
Ireland,"IT Systems Analyst",71000
Ireland,"User Experience Manager",70000
Ireland,"Senior Engineer",70000
Ireland,"Quality Assurance Analyst",69000
Ireland,"Contracts Manager",68000
Ireland,"Analytical Technical Services Manager",67000
Ireland,"Risk Assessment Investigator",65620
Ireland,"Senior Treasury Analyst",65000
Ireland,"Head Of Qualiy",64260
Ireland,Tech,64000
Ireland,"Content Specialist",62000
Ireland,"Project Manager",60121
Ireland,"Assistant Project Manager",60000
Ireland,"Learning & Development Manager",59727
Ireland,"Consultant - Assistant Manager",59000
Ireland,"Senior Network Engineer",58000
Ireland,"Educational Psychologist",56788
Ireland,"Service Reliability Specialist",56500
Ireland,Editor,55000
Ireland,Trainer,55000
Ireland,"Medical Social Worker",53000
Ireland,"Senior Consultant",52000
Ireland,"Assistant Manager",51250
Ireland,Consultant,50000
Ireland,"Higher Executive Officer",50000
Ireland,"Technical Specialist",50000
Ireland,"Professional Services Manager",50000
Ireland,"R&D Engineer",50000
Ireland,"Content Marketing Manager",50000
Ireland,"Data Protection Officer",49000
Ireland,"Accounts Executive",48000
Ireland,"Programme Manager",47000
Ireland,"Account Executive",47000
Ireland,"Assistant Librarian",45726
Ireland,"Senior Developer",45000
Ireland,"Senior Regulatory Affairs Specialist",45000
Ireland,Buyer,45000
Ireland,"Bioprocess Associate",45000
Ireland,Administrator,45000
Ireland,"Trustee Officer",45000
Ireland,Director,45000
Ireland,"Ecomm Merchandiser",45000
Ireland,"People Manager",44000
Ireland,"Materials Manager",43500
Ireland,"Marketing Executive",43000
Ireland,"Digital Records Manager",43000
Ireland,"Train Ops",42000
Ireland,"Sustainability Manager",42000
Ireland,"IT Support Engineer",41800
Ireland,"Actuarial Analyst",41000
Ireland,"Data Analyst",40000
Ireland,"PR Account Manager",40000
Ireland,"Executive Assistant To Ceo",40000
Ireland,"Processing Scientist",39750
Ireland,"Project Specialist",39000
